description,key_skills
"Обязанности:  Сопровождение программного обеспечения Siemens, Beckhoff, Indosoft web studio (PLC, HMI, SCADA). Обслуживание и доработка систем АСУТП. Участие в проведении пусконаладочных работ, настройка оборудования и программного обеспечения.  Требования:  Высшее или средне-специальное техническое образование. Опыт работы с ПО – Siemens, (TIA Portal, STEP7, PCS 7, WinCC, WinCC OA– все не обязательно). Опыт работы с коммуникационными протоколами. Опыт работы с коммутационным оборудованием. Опыт работы с ОС Windows, Linux (настройка сети, работа с виртуальными машинами, резервное копирование). Опыт работы с первичными преобразователями (датчики, счетчики), настройка и конфигурирование - приветствуется. Знание языков программирования ПЛК (C++, С#, Delphi, Java) приветствуется. Опыт работы с ПО – Beckhoff (TwinCAT3) приветствуется. Опыт работы с LabVIEW приветствуется. Опытный пользователь MS Exel (работа с макросами).  Условия:  Работа в современной активно развивающейся компании. Оборудованное рабочее место. Спецодежда. Сотовая связь. График работы: индивидуальный. Готовность к командировкам (непродолжительным). Повышение квалификации. Заработная плата: по результатам собеседования. Оформление в соответствии с ТК РФ, Испытательный срок 3 месяца. ",Автоматизированное рабочее место (АРМ);Настройка ПК;Настройка сетевых подключений;SCADA;PCS 7;SIEMENS;WinCC;Инженерные системы
"НОВЕО - международная компания, с 2002 года предоставляющая услуги по заказной разработке ПО для западноевропейского рынка. Где можно работать: удаленно из любой страны либо в одном из офисов компании. Как можно работать: по трудовому договору с оплатой в валюте страны или через договор с ИП/самозанятым с оплатой в евро. Рабочие языки на проектах: английский, русский, французский. Что мы готовы предложить?   Достойный уровень заработной платы и регулярный ее пересмотр по результатам performance review;   Трудоустройство по трудовому договору страны или через договор с ИП без привязки к определенному местонахождению;   Оплачиваемый отпуск и больничные;   Работа в профессиональной распределенной команде над интересными проектами;   Возможность изучения новых технологий и их применение на практике, внутреннее обучение;   Участие во внутренних мит-апах, постоянный обмен опытом с коллегами;   Четко выстроенные процессы и методологии разработки;   Бесплатное изучение иностранных языков в рабочее время с преподавателями компании (английский, французский);   Компенсацию медицинских услуг, массажа или спорта (внутренний аналог ДМС).Какой стек мы используем?   Swift;   RxSwift;   Архитектуры: MVVM, MVP, VIPER;   Сеть: Alamofile, Moya, хотя сейчас и просто URLSession неплоха;   Базы данных: Realm, CoreDate;   Кодогенерация: SwiftGen, Sourcery;   CI/CD: Jenkins + fastlane.   Обязанности:    Опыт коммерческой разработки на IOS от 3-х лет;   Умение проектировать и разрабатывать мобильные приложения;   Выполнение code review;   Уровень разговорного английского языка достаточный для общения с заказчиком на технические темы;   О компании Новео:  20 лет на рынке; Производственные отделы в странах Восточной Европы; Среди наших клиентов: Decathlon, DIOR, Renault, BMW, Societe Generale и др.  Присоединяйся к команде разработчиков НОВЕО для решения интересных задач!",MVVM;VIPER;Алгоритмы и структуры данных;MacOS;Swift;Mac Os;Английский язык (Intermediate);RxSwift;iOS
"Обязанности:  обслуживание и поддержание работоспособности текущего парка ПК, серверов, техники и систем безопасности внедрение и установка новых программ и решений поиск поставщиков комплектующих монтаж и обслуживание ЛКС поддержка пользователей  Требования:  знание основ сетевых протоколов и операционных систем диалог с подрядчиками обучение и развитие пунктуальность  ​​​​​​        ",Поиск информации в интернет;Установка ПО;Работа с оргтехникой;Internet;Умение работать в команде;Отличное знание ПК;TCP/IP;Linux;Установка ОС
"Привет! Команда CyberZila (Кипр, cyberzilla.io) в поиске Go Blockchain Developer :) Обязанности:Разработка различных микросервисов на языке GoУчастие в проектирование архитектуры приложений и сервисов сетиНаписание backend-сервисов для взаимодействия cо смарт-контрактамиИнтеграции с внутренними сервисами компании и внешними сервисами (облачные хранилища, биржи, платежные системы, блокчейн-ноды и т.д.)Активное участие в разработке на всех этапах от планирования до тестированияПоддержка и оптимизация существующего кодаНаписание систем для развёртывания и тестирования Требования:Опыт реальной блокчейн-разработки от 3-х летОпыт разработки на Go от 2-х летЗнание блокчейн ETH, BTC, ERC, TRC, XRP и другихОпыт работы с блокчейн платформамиЗнание технологий и принципов сетевого взаимодействия (HTTP(s), RPC, gRPC, REST API)Опыт работы с SQL, NoSql базами данныхВладение основными инструментами разработки (Git, Docker, Linux, etc.)Умение работать с технической документациейУмение разбираться в архитектуре и особенностях криптовалют, понимание работы смарт-контрактов в разных блокчейн сетяхУверенное знание письменного английского языкаУмение работать в команде Будет плюсом:Опыт работы с криптографией (электронная подпись, шифрование)Опыт работы с финансовыми проектами/платежными системамиОпыт реализации отдачи данных в реальном времени посредством websocketЗнание и опыт работы с UNIX подобными системами Бонусы:Работаем без бюрократии и планерок в небольшой команде, где каждый участник команды принимает участие в росте продукта и решение задач бизнеса.Конкурентная оплата + весомые бонусы по результату работы – вместе трудимся и вместе растем!У нас распределенная команда, работаем удаленно, гибкий график. Об этапах подбора: 1 этап - интервью с HR 2 этап - тестовое задание 3 этап - Job Offer, если тестовое выполнено очень хорошо Спасибо за отклик!",SQL;Blockchain;Linux;WebSocket;NoSQL;REST API;Блокчейн;Docker;HTTP;Unix;Go
"Обязанности: Ищем иллюстратора/ технического дизайнера Мы занимаемся разработкой торговых марок и дизайном упаковки. Ищем иллюстратора для создания food-зон для упаковки продуктов питания (задача рисовать сочные апельсины, помидоры, кусочки шоколада, аппетитную пенку для кофе, всплески воды, иногда персонажей, пейзажи, гравюры и так далее). Основные рабочие задачи: -Создание иллюстраций для упаковки, ретушь фотографий так, чтобы они выглядели максимально рекламно. Дизайн и вёрстка упаковки и этикетки. Требования:   Умение рисовать Важно!  Нам нужен человек со средним или высшим художественным образованием и хорошим знанием программ Photoshop и Illustrator.   Дополнительные требования: -Любовь к живописи и желание много рисовать; -Способность анализировать информацию; -Широкий кругозор; -Насмотренность.   Условия:   Удаленная работа на полный рабочий день.   Заработная плата обсуждается индивидуально по итогам собеседования. Обратите внимание  Агентство работает удаленно, 5 дней в неделю, полный рабочий день с 10.00 до 19.00 по Московскому времени, с часовым перерывом на обед. В течении рабочего дня все специалисты находятся онлайн и постоянно общаются по проектам, но при этом каждый находится у себя дома. Важно!  Офис агентства «Дочери» находится в Санкт-Петербурге. Однако, мы рассматриваем кандидатов из других регионов при условии, что они готовы работать полный рабочий день, удаленно по Московскому времени. -Полный рабочий день; -Стабильный заработок; -Позитивная, творческая атмосфера; -Возможность учиться и реализовывать свои амбиции.   Обязательные условия: -Прохождение тестового задания. Ключевые навыки Иллюстрирование Adobe Photoshop Ретушь Рисунок Графика Живопись Графический дизайн Английский язык Креативность  ",Иллюстрирование;Adobe Illustrator;Adobe Photoshop;Графика;Графический дизайн;Ретушь;Рисунок;Живопись;Английский язык;Креативность
"Мы делаем лучшие в мире трёхмерные сканеры и системы трехмерного распознавания лица. А наши клиенты делают лучшие в мире автомобили, компьютеры, одежду, бытовую электронику, компьютерные игры, спецэффекты в кино и системы безопасности. Наши офисы расположены в Черногории, Люксембурге и Калифорнии. Мы верим, что наши технологии приближают революцию в области компьютерного трёхмерного зрения. Революцию, которая изменит жизнь всех людей. Кто нам нужен?В существующую Web3D команду нужен разработчик 3D-графики, разбирающийся в тонкостях функционирования веб-браузеров на разных платформах и готовый писать оптимизированные алгоритмы на WebGL (в перспективе WebGPU) и JavaScript. Готовы рассматривать кандидатов разного уровня подготовки. Задачи:  Доработка и оптимизация собственного WebGL движка Написание алгоритмов для обработки высокополигональных 3D-моделей Координация с frontend и backend отделами  Требуемые навыки:  Знание графического пайплайна Знание линейной алгебры JavaScript GIT    Будет плюсом:  Знание алгоритмов применяемых в 3D Опыт работы с WebGL, OpenGL ES, OpenGL, DirectX, Vulkan, Metal Python C++ Webpack, NodeJs Разговорный английский  Условия:  Свобода действий и творчества в своей зоне ответственности Возможны командировки в зарубежные офисы и на конференции Официальное оформление, белая ЗП, ДМС Горячие обеды в офисе Гибкий график Корпоративная библиотека настольных игр и сообщество активистов по этой теме Офис в Черногории Возможность переезда в Люксембург. ",JavaScript;C++;Git;Python;Node.js;OpenGL;3D;WebGL
"Дружный коллектив в новый проект ищет C++ разработчика, с активной жизненной позицией, привыкшего и способного добиваться поставленных целей! Что вам предстоит делать:  Разработка сервиса для связи с телеметрическими устройствами, сбора с них данных и сохранение в БД Реализация и поддержка REST API Постоянная оптимизация существующего и внедрение нового функционала  ​Что нужно знать и уметь:  Хорошее знание C++ Опыт работы с REST Умение работать с Git Знание SQL Владение linux на уровне системного администратора Знание сетевых технологий и протоколов  ​Что мы предлагаем:  ​Трудоустройство согласно ГК РФ, заработная плата 2 раза в месяц Пятидневная рабочая неделя Офис компании расположен на ул. Красный проспект в 3 минутах ходьбы от метро пл. Ленина Кофе и чай за счет компании ",Git;SQL;Linux;ООП;JSON API;API;C++;Backend;REST;Базы данных;Умение добиваться поставленных целей
Проект: Крупного банка ТОП 10. Создание продуктов блока Автобизнеса для Юридических лиц.   Требования: - Опыт тестирования от 2 лет- Опыт работы с ДБО и ЦФТ- Знание методологии разработки тестирования ПО;- Навыки в составлении и использовании тестовой документации (тест-кейсы и отчеты по тестированию);- Умение составлять SOAP проекты;- Знание протокола XML- Опыт работы с Notepad ++ и\или аналогичными программами Условия:  ​​​​​​Возможность участвовать в масштабном проекте одного из крупнейших российских банков; Полностью официальное оформление в соответствии с ТК РФ; Работа в распределенной команде удаленно; Корпоративное обучение; Возможности для роста и развития внутри компании; Конкурентную заработную плату. ,SOAP;Проведение тестирований;Swagger;Postman;Scrum;Kanban;API;интеграционное тестирование;SQL
"Обязанности:  Активное участие в процессе разработки системы:- проработка нефункциональных требований к системе- обновление релизов в КСПД- выполнение настроек системы- тестирование новых версий- работа по устранению замечаний пользователей- участие рабочих встречах Организация и сопровождение процесса DevOps в разрабатываемых системах:- конвейер сборки и доставки DSO в PaaS- локальный конвейер сборки и доставки ГПН-Ямал Предоставление доступа внешним и внутренним пользователям к разрабатываемой системе, консультирование пользователей:- открытие МСЭ- создание доменных групп доступа в Active Directory- регистрация системы в СУИД- публикация системы в СУДИР (при необходимости)- создание УЗ пользователей (по запросу) Сопровождение инфраструктуры разрабатываемых систем, настройка и контроль резервного копирования серверов и СУБД: локальная инфраструктура ДО, IaaS, PaaS, XaaS и т.д. Разработка АЗ, регистрация и контроль выполнения нарядов по ЗНИ Настройка и тестирование интеграций разрабатываемых систем со смежными системами в КСПД Участие в подготовке и проведении ПСИ Согласование и работа с проектной документацией  Требования:   Работа с технической документацией: разработка, проверка, тестирование, корректировка, создание инструкций.   Сопровождение ОС на уровне опытного пользователя: Windows Server, Linux   Администрирование БД (установка, настройка, оптимизация БД, работа с таблицами)   Понимание и умение применять в работе следующие технологии-инструменты: IaaS, SSL, SPN, Active Directory, Microsoft Exchange Server, Docker, VMware vSphere, Работа с шинами данных, Wallix AdminBastion, Kerberos, LDAP   Bash, Python   Условия:  Официальное трудоустройство Возможности профессионального развития Оклад + годовая премия (уровень обсуждается с успешными кандидатами) ДМС, страхование от НС ",Linux;Bash;VMware;Docker;Python;IaaS;SSL;SPN;LDAP;Kerberos
"Дивизион «Цифровой кредитный мониторинг» занимается анализом заемщиков – юридических лиц на протяжении жизненного цикла кредита. В связи с расширением планов по автоматизации рабочего места сотрудников кредитного мониторинга, мы ищем настоящих профессионалов своего дела, способных вместе с нами создавать и развивать продукты для кредитного мониторинга. Проект АС «Анализ состояния клиента» (АСК) – это разрабатываемая микросервисная система, воплощающая в себе полный жизненный цикл мониторинга заемщика. А именно, анализ всего, что происходит с Клиентом после выдачи кредита в целях предупреждения и предотвращения дефолтов. Разработка системы в наших руках – только современные технологии, уникальная методология, разнообразие данных.   Обязанности: • Разработка SPA приложений на платформе с готовой библиотекой компонентов; • Участие в командной разработке; • Совершенствование технических инструментов; • Внедрение новых технологий и практик.   Требования:  Знание принципов ООП, шаблонов проектирование. Умение работать с Git, babel, webpack. Опыт работы с React.JS от 1 года. Знание TypeScript, ES6. Знание HTML, CSS, SCCS, SVG, BEM. Понимание HTTP-протокола (POST, GET, PATCH, авторизация, сессии, Cookie и т. д.). Опыт работы с фреймворками Redux, React-router. Опыт работы с библиотеками lodash, moment. Понимание принципов SOAP, REST, JMS. Опыт написания Unit-тестов (jest). Опыт использования библиотек UI-компонент.  Желательно:  Опыт разработки для мобильных устройств. Опыт работы с react-native. Опыт разработки на Java. Знание JSON API, GraphQL. ",Git;ООП;REST;HTML;CSS;React/Redux;Java Script;JS
"Ключевая роль - Лидирование обучающей функции в компании и технического маркетинга. Позиция для опытного технического специалиста, менеджера по продукту с хорошим опытом проведения семинаров / тренингов. Обязанности:  Подготовка, адаптация и ведение технического маркетинга в компании.Создание и укрепление TOV Создание и адаптация рекламных материалов, программ обучения Совместно с Директором по продукту разработка позиционирования продуктов, SWOT Подготовка технических статей, участие в адаптации обучающих видео Проведение семинаров для партнеров Участие в переговорах с ключевыми партнерами, а также проектировщиками, заказчиками, застройщиками и тд. Курирование и развитие одного ключевого партнера  Кого мы ищем в команду:  Образование высшее техническое, строительное Опыт работы от 3 лет в профильной сфере Опыт продаж в проектном или оптовом направлении Знание рынка инженерной сантехники, трубопроводной продукции (полипропилен, сшитый полиэтилен, металлопластик) - обязательно Опыт работы в международных компаниях от 3 лет - преимущество Знание английского языка - обязательно Готовность к командировкам (до 50% рабочего времени) Опыт проведения семинаров и тренингов для партнеров - обязательно Умение держать аудиторию, работать с возражениями  Мы предлагаем:  Работа в новом российском представительстве международной компании Конкурентная заработная плата Необходимые компенсации Официальное оформление по ТК РФ Перспективы карьерного и профессионального развития ",Английский язык;Управление проектами;Проведение семинаров;B2B Продажи;Проведение тренинга для новых сотрудников;Конференции;Опыт ведения переговоров;Обучение команды продаж;Обучение и развитие;Навыки переговоров;Выявление потребностей в обучении;Грамотная речь;MS PowerPoint
"ООО &quot;ИнфоКом&quot; на постоянную работу требуется Инженер-программист по Web-технологиям Обязанности:  ведение корпоративного портала, сайта предприятия; формирование технических заданий на доработку модулей портала, сайта; анализ эффективности работы портала, сайта; консультирование пользователей по работе в портале, сайте; администрирование, сопровождение и модернизация веб-ресурса; реализация программной части и кода веб-ресурса; оптимизация веб-ресурса для работы на мобильных устройствах; проверка работоспособности и соответствия веб-ресурса его функциональному назначению и пр.;  Требования:  высшее образование (информационные технологии); опыт работы по ведению и разработке сайтов, корпоративных порталов предприятия (опыт внедрения проекта рассматривается как преимущество); знание принципов функционирования сети Интернет; умение работать с распространенными web-браузерами; знание HTML, CSS; знание основ web-дизайна, Photoshop, Illustrator;  Условия работы:  официальное трудоустройство согласно ТК РФ; график работы 5/2 (08.00 - 17.00); доставка корпоративным транспортом; льготное питание.  Место работы: ул. 2 Рабочая, 2а  ",Web-дизайн;Web Design;Adobe Photoshop;Adobe Illustrator;CRM;Умение работать в условиях многозадачности;Разработка технических заданий;Веб-программирование;Photoshop;Web;Высшее образование;Пользователь ПК
"Обязанности:  разработка и внедрение эффективных инструментов для анализа продаж, анализ продаж:  сбор и первичная обработка данных; проверка информации, анализ и расшифровка данных; агрегация и структурирование данных; выводы и оценка ситуации, выработка практических рекомендаций для роста продаж и улучшения работы. Мониторинг продаж, факторный анализ.  Подготовка презентационного материала. Разработка статистических и прогнозных моделей по данным аналитической отчетности. Планирование и анализ отклонений в выполнении плановых показателей продаж.  Требования:  наличие высшего образования: финансовое, математическое; аналогичный опыт работы; отличное знание Excel, опыт обработки массивов данных, построения аналитических баз данных; умение работать с большим объемом информации.  Условия:  работа в крупной компании федерального значения; возможность карьерного роста; заработная плата: стабильный оклад + полугодовая премия в размере 75% от оклада; ДМС после прохождения испытательного срока; шаговая доступность офиса от м. Павелецкая комфортный график: 5/2 с 9:00 до 18:00 в пятницу до 16-45 ",MS PowerPoint;Планирование;Прогнозирование;Работа с большим объемом информации;Аналитика продаж;Аналитическое мышление;Сбор и анализ информации;Анализ данных
"Приглашаем к сотрудничеству специалистов IT, рассматриваем также студентов последних курсов (информатика) на официальную подработку/дополнительный доход в дочернее предприятие Совкомбанка компанию Maykor. Возможно совмещение в свободное от основной работы время. Если Вы отлично разбираетесь в компьютерах, то мы Вас ждём! Кассам и видеонаблюдению обучим. Задачи:  ремонт компьютерной техники и кассовой аппаратуры; установка и настройка OC Windows, а также офисных приложений; установка и настройка различного рода ПО; подключение и настройка периферийного оборудования, включая торговое (ККТ, сканеры ШК, принтеры, весовое оборудование); сборка и размещение комплектов оборудования на точках заказчика; работа на высоком техническом уровне с ПК; выполнение в срок поставленных задач.  Hard &amp; soft skills, которые будут нам полезны и интересны:  опыт работы по настройке и ремонту ПК (желательно уровень системного администратора), а также периферийного оборудования; опыт работы по настройке операционных систем, офисных приложений, прочих программных модулей (бухгалтерские и торговые модули); опыт настройки ПК из готовых образов; опыт работы с системами видеонаблюдения; оперативность, быстрота выполнения задач, ответственный подход к работе, дисциплинированность.  Предлагаем:  Обучение по работе с кассами и видеонаблюдению Сотрудничество с крупной, динамично развивающейся компанией Гибкий график, частичная занятость, возможно совмещение Вы решаете берете заявку или нет, график себе составляете сами Сдельная достойная оплата ",Настройка ПК;Сборка ПК;Ремонт ПК;Настройка ПО;Настройка сетевых подключений;Техническое обслуживание;Системы видеонаблюдения;Информационные технологии;Офисная техника;Администрирование
"Мы не обещаем простых задач, но гарантируем интересную мотивацию, справедливую оценку результата, широкие возможности развития и обучения. Если ваш опыт соответствует нашим требованиям, если вы искренне любите свою работу, педантичны в деталях и глобальны в целях – будем рады познакомиться с вами на собеседовании. Штат нашей компании - 150 человек, среди которых квалифицированные инженеры и эксперты в разной области, специалисты по управлению проектами и административный персонал. Обязанности:  продажи услуг промышленной безопасности (ЭПБ, Техническое диагностирование); поддержание и развитие существующей клиентской базы; расширение клиентской базы (Активное привлечение новых клиентов); обработка и участие в тендерах; полное сопровождение клиента на всех этапах сотрудничества; контроль платежей‚ работа с дебиторской задолженностью; достижение поставленных целей по объему продаж, выполнение плановых показателей KPI.  Требования:  Обязателен опыт работы в сфере промышленной безопасности от 1 года Активная жизненная позиция, стрессоустойчивость, ориентация на результат, коммуникабельность, не конфликтность;  Условия:  стабильность и уверенность в завтрашнем дне (на нас не особенно повлияли санкции); достойный уровень заработной платы; прозрачную и адекватную систему мотивации, главное, возможность зарабатывать; коллектив профессионалов и единомышленников; официальное трудоустройство; график работы 5/2, с возможностью выбрать наиболее комфортное время начала рабочего дня; работу в комфортабельном офисе в 15 минутах (пешком) от метро. ",Поиск и привлечение клиентов;Ориентация на результат;Активные продажи;Управление персоналом;Обучение персонала;Участие в Тендерах;Ведение и расширение клиентской базы;Умение общаться с людьми;Холодные продажи;Клиентоориентированность;B2B Продажи;Увеличение объемов продаж;Умение работать в условиях многозадачности
"Венчурный фонд Startup Lab ищет Менеджера для управления проектами по оптимизации процессов в крупном продуктовом ритейле. Сейчас работа построена следующим образом: 1. Проводим анализ, что можем улучшить в компании. 2. Погружаемся в проблему и формулируем гипотезы. 3. Проверяем гипотезы. 4. Масштабирование и оценка результата. 5. Финальное масштабирование проекта. Пример: Обнаружили рост списаний по одной из групп торговых точек. Выдвигаем гипотезу что, сможем снизить списания, доработав алгоритм распределения. Переводим 30 торговых точек на новый алгоритм работы и оцениваем результат. Масштабируем на 200+ торговых точек и оцениваем результат. Масштабируем на всю сеть ритейлера. На данный момент есть как задачи на этапе проверки гипотезы, так и открытые вопросы, где гипотезы еще предстоит сформулировать. Мы ищем того, кто сможет лидировать один из проектов и получить результат измеряемый в рублях. Минимальные требования: 1. Не бояться работать с данными, Excel на уровне сводных таблиц. 2. Уметь налаживать эффективную коммуникацию с любым уровнем корпоративной иерархии. 3. Опыт руководства проектами/изменениями/командами в корпорациях. 4. Быть готовым работать в жестких временных рамках.   Будет преимуществом: 1. Опыт руководства кросс-функциональными проектами в корпорациях. 2. Опыт работы в продуктовом ритейлеров в оптимизации/инновациях. 3. Продвинутые знания в области анализа данных. 4. Знание методологий Customer Development, Lean, MVP. 5. Личный предпринимательский опыт. Условия: 1. Полный рабочий день, 5/2. но мы гибко относимся к рабочему времени, главное – результат. 2. Есть возможность трудоустройства как в Startup Lab, так и напрямую к ритейлеру. 3. Испытательный период – 3 месяца. 4. Молодой и драйвовый коллектив бывших консультантов Big4 Кто мы такие: Венчурный фонд (30+ портфельных проектов), активно развивающий направление корпоративных инноваций. Наши основные клиенты: ВкусВилл, ХимРар, Agama, Uniliver, Сравни.ру, Ак Барс Банк, Home Market и другие.",Деловая коммуникация;Анализ данных;Умение принимать решения;Многозадачность;MS Excel;Ответственность и исполнительность;Работа с большим объемом информации;Работа в команде;Оптимизация процессов;Умение изучать;Правильно расставлять приоритеты;Тайм-менеджмент
"Обязанности:  Поддержка и развитие серверной инфраструктуры предприятия, оборудования и программного обеспечения.  Требования:  Образование высшее; Умение настраивать, администрировать, устранять и предотвращать проблемы: Solaris, Linux, Windows Server, AD, DHCP, DNS, MS Exchange Server, Citrix, VMWware, Commvault, Zabbix, Exim, Squid, SQL; Знание оборудования: sparc-серверы SUN|Oracle, x86-серверы Dell|HP, СХД NetApp, ленточные библиотеки Dell|IBM; Желательны знания и навыки ПО: Oracle DB, Oracle EBS, Oracle BI, видеонаблюдение Intellect, администрирование web-сайтов. Оборудование: Brocade, Cisco; Технический английский язык.  Условия:  Официальное оформление согласно ТК РФ; З/п на испытательный срок 190 000 руб., далее 200 000 руб.; График работы: 5/2 с 8:30 до 17:30; Испытательный срок 3 месяца; Корпоративная мобильная связь. ",Администрирование серверов Windows;Linux;Администрирование серверов Linux;Oracle EBS;Solaris;SUN;Dell Servers;Oracle DB;Zabbix;NetApp;MS Exchange
